country_long,disciplines,athletes
Japan,Swimming,27
Japan,Table Tennis,6
Japan,Tennis,6
Japan,Trampoline Gymnastics,2
Japan,Triathlon,3
Japan,Volleyball,26
Japan,Water Polo,13
Japan,Weightlifting,3
Japan,Wrestling,13
Jordan,Artistic Gymnastics,1
Jordan,Athletics,1
Jordan,Boxing,3
Jordan,Swimming,2
Jordan,Table Tennis,1
Jordan,Taekwondo,4
Kazakhstan,Archery,3
Kazakhstan,Artistic Gymnastics,2
Kazakhstan,Athletics,7
Kazakhstan,Badminton,1
Kazakhstan,Boxing,10
Kazakhstan,Breaking,1
Kazakhstan,Canoe Sprint,6
Kazakhstan,Cycling Road,2
Kazakhstan,Cycling Track,1
Kazakhstan,Fencing,5
Kazakhstan,Judo,8
Kazakhstan,Modern Pentathlon,2
Kazakhstan,Rhythmic Gymnastics,1
Kazakhstan,Rowing,1
Kazakhstan,Shooting,9
Kazakhstan,Sport Climbing,1
Kazakhstan,Swimming,2
Kazakhstan,Table Tennis,1
Kazakhstan,Taekwondo,2
Kazakhstan,Tennis,4
Kazakhstan,Trampoline Gymnastics,1
Kazakhstan,Triathlon,1
Kazakhstan,Wrestling,8
Kenya,Athletics,44
Kenya,Fencing,1
Kenya,Judo,1
Kenya,Rugby Sevens,13
Kenya,Swimming,2
Kenya,Volleyball,13
Kiribati,Athletics,1
Kiribati,Judo,1
Kiribati,Weightlifting,1
Kosovo,Athletics,1
Kosovo,Boxing,1
Kosovo,Judo,5
Kosovo,Swimming,2
Kuwait,Athletics,2
Kuwait,Fencing,1
Kuwait,Rowing,1
Kuwait,Sailing,1
Kuwait,Shooting,2
Kuwait,Swimming,2
Kyrgyzstan,Athletics,1
Kyrgyzstan,Boxing,1
Kyrgyzstan,Judo,2
Kyrgyzstan,Swimming,2
Kyrgyzstan,Wrestling,10
Lao People's Democratic Republic,Athletics,1
Lao People's Democratic Republic,Rhythmic Gymnastics,1
Lao People's Democratic Republic,Swimming,2
Latvia,3x3 Basketball,4
Latvia,Athletics,8
Latvia,Beach Volleyball,2
Latvia,Cycling BMX Freestyle,1
Latvia,Cycling BMX Racing,2
Latvia,Cycling Mountain Bike,1
Latvia,Cycling Road,2
Latvia,Diving,1
Latvia,Equestrian,1
Latvia,Modern Pentathlon,1
Latvia,Shooting,2
Latvia,Swimming,2
Latvia,Tennis,1
Latvia,Weightlifting,1
Lebanon,Fencing,1
Lebanon,Judo,1
Lebanon,Shooting,1
Lebanon,Swimming,2
Lebanon,Table Tennis,1
Lebanon,Taekwondo,1
Lebanon,Tennis,2
Lesotho,Athletics,2
Lesotho,Taekwondo,1
Liberia,Athletics,8
Libya,Athletics,1
Libya,Rowing,1
Libya,Shooting,1
Libya,Swimming,2
Libya,Weightlifting,1
Liechtenstein,Cycling Mountain Bike,1
Lithuania,3x3 Basketball,4
Lithuania,Artistic Gymnastics,1
Lithuania,Athletics,11
Lithuania,Beach Volleyball,2
Lithuania,Breaking,1
Lithuania,Canoe Sprint,5
Lithuania,Cycling Road,1
Lithuania,Cycling Track,2
Lithuania,Equestrian,2
Lithuania,Modern Pentathlon,2
Lithuania,Rowing,8
Lithuania,Sailing,2
Lithuania,Swimming,7
Lithuania,Wrestling,3
Luxembourg,Archery,1
Luxembourg,Athletics,4
Luxembourg,Cycling Road,2
Luxembourg,Equestrian,1
Luxembourg,Swimming,1
Luxembourg,Table Tennis,3
Luxembourg,Triathlon,1
Madagascar,Athletics,2
Madagascar,Judo,1
Madagascar,Swimming,2
Madagascar,Table Tennis,1
Madagascar,Weightlifting,1
Malawi,Athletics,1
Malawi,Swimming,2
Malaysia,Archery,3
Malaysia,Athletics,1
Malaysia,Badminton,8
Malaysia,Cycling Road,1
Malaysia,Cycling Track,3
Malaysia,Diving,2
Malaysia,Golf,2
Malaysia,Sailing,2
Malaysia,Shooting,1
Malaysia,Swimming,2
Malaysia,Weightlifting,1
Maldives,Athletics,1
Maldives,Badminton,1
Maldives,Swimming,2
Maldives,Table Tennis,1
Mali,Athletics,1
Mali,Boxing,1
Mali,Football,19
Mali,Swimming,2
Mali,Taekwondo,1
Malta,Athletics,1
Malta,Judo,1
Malta,Shooting,1
Malta,Swimming,2
Marshall Islands,Athletics,1
Marshall Islands,Swimming,2
Marshall Islands,Weightlifting,1
Mauritania,Athletics,1
Mauritania,Swimming,1
Mauritius,Athletics,2
Mauritius,Badminton,2
Mauritius,Cycling Road,2
Mauritius,Judo,1
Mauritius,Sailing,2
Mauritius,Swimming,2
Mauritius,Triathlon,1
Mexico,Archery,6
Mexico,Artistic Gymnastics,3
Mexico,Artistic Swimming,9
Mexico,Athletics,18
Mexico,Badminton,1
Mexico,Boxing,4
Mexico,Canoe Slalom,1
Mexico,Canoe Sprint,2
Mexico,Cycling Mountain Bike,2
Mexico,Cycling Road,1
Mexico,Cycling Track,5
Mexico,Diving,9
Mexico,Equestrian,3
Mexico,Fencing,1
Mexico,Golf,4
Mexico,Judo,2
Mexico,Marathon Swimming,2
Mexico,Modern Pentathlon,4
Mexico,Rhythmic Gymnastics,5
Mexico,Rowing,3
Mexico,Sailing,2
Mexico,Shooting,5
Mexico,Surfing,1
Mexico,Swimming,4
Mexico,Table Tennis,2
Mexico,Taekwondo,2
Mexico,Triathlon,4
Mexico,Weightlifting,1
Mexico,Wrestling,2
Monaco,Athletics,1
Monaco,Judo,1
Monaco,Marathon Swimming,1
Monaco,Rowing,1
Monaco,Swimming,1
Monaco,Table Tennis,1
Mongolia,Archery,1
Mongolia,Athletics,3
Mongolia,Boxing,2
Mongolia,Cycling Road,1
Mongolia,Judo,10
Mongolia,Shooting,3
Mongolia,Swimming,2
Mongolia,Weightlifting,1
Mongolia,Wrestling,9
Montenegro,Athletics,1
Montenegro,Boxing,1
Montenegro,Sailing,1
Montenegro,Swimming,2
Montenegro,Tennis,1
Montenegro,Water Polo,13
Morocco,Athletics,13
Morocco,Beach Volleyball,2
Morocco,Boxing,3
Morocco,Breaking,2
Morocco,Canoe Slalom,1
Morocco,Canoe Sprint,1
Morocco,Cycling BMX Racing,1
Morocco,Cycling Road,1
Morocco,Equestrian,2
Morocco,Fencing,2
Morocco,Football,19
Morocco,Golf,1
Morocco,Judo,3
Morocco,Rowing,1
Morocco,Shooting,1
Morocco,Skateboarding,1
Morocco,Surfing,1
Morocco,Swimming,2
Morocco,Taekwondo,2
Morocco,Triathlon,1
Morocco,Wrestling,1
Mozambique,Athletics,1
Mozambique,Boxing,2
Mozambique,Judo,1
Mozambique,Sailing,1
Mozambique,Swimming,2
Myanmar,Badminton,1
Myanmar,Swimming,1
Namibia,Athletics,1
Namibia,Cycling Mountain Bike,1
Namibia,Cycling Road,1
Namibia,Marathon Swimming,1
Nauru,Athletics,1
Nepal,Athletics,1
Nepal,Badminton,1
Nepal,Judo,1
Nepal,Shooting,1
Nepal,Swimming,2
Nepal,Table Tennis,1
Netherlands,3x3 Basketball,4
Netherlands,Archery,4
Netherlands,Artistic Gymnastics,10
Netherlands,Artistic Swimming,2
Netherlands,Athletics,45
Netherlands,Badminton,2
Netherlands,Beach Volleyball,6
Netherlands,Boxing,1
Netherlands,Breaking,3
Netherlands,Canoe Slalom,3
Netherlands,Canoe Sprint,2
Netherlands,Cycling BMX Racing,6
Netherlands,Cycling Mountain Bike,2
Netherlands,Cycling Road,7
Netherlands,Cycling Track,12
Netherlands,Diving,1
Netherlands,Equestrian,12
Netherlands,Fencing,1
Netherlands,Golf,1
Netherlands,Handball,17
Netherlands,Hockey,35
Netherlands,Judo,10
Netherlands,Marathon Swimming,1
Netherlands,Rowing,33
Netherlands,Sailing,11
Netherlands,Skateboarding,2
Netherlands,Swimming,19
Netherlands,Table Tennis,1
Netherlands,Tennis,6
Netherlands,Triathlon,4
Netherlands,Volleyball,13
Netherlands,Water Polo,13
New Zealand,Artistic Gymnastics,1
New Zealand,Artistic Swimming,2
New Zealand,Athletics,17
New Zealand,Canoe Slalom,2
New Zealand,Canoe Sprint,10
New Zealand,Cycling BMX Racing,3
New Zealand,Cycling Mountain Bike,2
New Zealand,Cycling Road,4
New Zealand,Cycling Track,15
New Zealand,Diving,1
New Zealand,Equestrian,5
New Zealand,Football,40
New Zealand,Golf,3
New Zealand,Hockey,19
New Zealand,Judo,2
New Zealand,Rowing,20
New Zealand,Rugby Sevens,25
New Zealand,Sailing,12
New Zealand,Shooting,2
New Zealand,Sport Climbing,2
New Zealand,Surfing,2
New Zealand,Swimming,9
New Zealand,Tennis,2
New Zealand,Trampoline Gymnastics,2
New Zealand,Triathlon,4
New Zealand,Weightlifting,1
New Zealand,Wrestling,1
Nicaragua,Athletics,1
Nicaragua,Judo,1
Nicaragua,Rowing,1
Nicaragua,Shooting,1
Nicaragua,Surfing,1
Nicaragua,Swimming,2
Niger,Athletics,1
Niger,Fencing,1
Niger,Judo,1
Niger,Swimming,2
Niger,Taekwondo,2
Nigeria,Athletics,35
Nigeria,Badminton,1
Nigeria,Basketball,12
Nigeria,Boxing,2
Nigeria,Canoe Sprint,2
Nigeria,Cycling Road,1
Nigeria,Cycling Track,1
Nigeria,Football,18
Nigeria,Swimming,2
Nigeria,Table Tennis,4
Nigeria,Taekwondo,1
Nigeria,Weightlifting,2
Nigeria,Wrestling,6
North Macedonia,Athletics,1
North Macedonia,Judo,1
North Macedonia,Shooting,1
North Macedonia,Swimming,1
North Macedonia,Taekwondo,1
North Macedonia,Wrestling,1
Norway,Athletics,25
Norway,Beach Volleyball,2
Norway,Boxing,2
Norway,Canoe Sprint,4
Norway,Cycling Mountain Bike,1
Norway,Cycling Road,4
Norway,Cycling Track,1
Norway,Diving,1
Norway,Equestrian,2
Norway,Golf,4
Norway,Handball,31
Norway,Marathon Swimming,1
Norway,Rowing,10
Norway,Sailing,5
Norway,Shooting,6
Norway,Swimming,3
Norway,Taekwondo,1
Norway,Tennis,1
Norway,Triathlon,4
Norway,Weightlifting,1
Norway,Wrestling,1
Oman,Athletics,2
Oman,Shooting,1
Oman,Swimming,1
Pakistan,Athletics,2
Pakistan,Shooting,3
Pakistan,Swimming,2
Palau,Athletics,1
Palau,Swimming,2
Palestine,Athletics,2
Palestine,Boxing,1
Palestine,Judo,1
Palestine,Shooting,1
Palestine,Swimming,2
Palestine,Taekwondo,1
Panama,Artistic Gymnastics,1
Panama,Athletics,2
Panama,Boxing,1
Panama,Cycling Road,1
Panama,Judo,1
Panama,Swimming,2
Papua New Guinea,Athletics,1
Papua New Guinea,Boxing,1
Papua New Guinea,Swimming,2
Papua New Guinea,Taekwondo,2
Papua New Guinea,Weightlifting,1
Paraguay,Athletics,2
Paraguay,Beach Volleyball,2
Paraguay,Football,19
Paraguay,Golf,1
Paraguay,Judo,1
Paraguay,Rowing,2
Paraguay,Swimming,2
People's Republic of China,3x3 Basketball,8
People's Republic of China,Archery,6
People's Republic of China,Artistic Gymnastics,10
People's Republic of China,Artistic Swimming,9
People's Republic of China,Athletics,54
People's Republic of China,Badminton,16
People's Republic of China,Basketball,12
People's Republic of China,Beach Volleyball,2
People's Republic of China,Boxing,8
People's Republic of China,Breaking,3
People's Republic of China,Canoe Slalom,3
People's Republic of China,Canoe Sprint,15
People's Republic of China,Cycling BMX Freestyle,2
People's Republic of China,Cycling Mountain Bike,2
People's Republic of China,Cycling Road,2
People's Republic of China,Cycling Track,9
People's Republic of China,Diving,10
People's Republic of China,Equestrian,2
People's Republic of China,Fencing,15
People's Republic of China,Golf,4
People's Republic of China,Hockey,17
People's Republic of China,Judo,6
People's Republic of China,Marathon Swimming,1
People's Republic of China,Modern Pentathlon,3
People's Republic of China,Rhythmic Gymnastics,6
People's Republic of China,Rowing,14
People's Republic of China,Rugby Sevens,14
People's Republic of China,Sailing,13
People's Republic of China,Shooting,21
People's Republic of China,Skateboarding,4
People's Republic of China,Sport Climbing,7
People's Republic of China,Surfing,1
People's Republic of China,Swimming,31
People's Republic of China,Table Tennis,6
People's Republic of China,Taekwondo,6
People's Republic of China,Tennis,7
People's Republic of China,Trampoline Gymnastics,4
People's Republic of China,Triathlon,1
People's Republic of China,Volleyball,13
People's Republic of China,Water Polo,13
People's Republic of China,Weightlifting,6
People's Republic of China,Wrestling,12
Peru,Athletics,9
Peru,Badminton,1
Peru,Fencing,1
Peru,Judo,1
Peru,Marathon Swimming,1
Peru,Rowing,3
Peru,Sailing,3
Peru,Shooting,2
Peru,Surfing,3
Peru,Swimming,2
Philippines,Artistic Gymnastics,4
Philippines,Athletics,3
Philippines,Boxing,5
Philippines,Fencing,1
Philippines,Golf,2
Philippines,Judo,1
Philippines,Rowing,1
Philippines,Swimming,2
Philippines,Weightlifting,3
Poland,3x3 Basketball,4
Poland,Archery,1
Poland,Athletics,62
Poland,Beach Volleyball,2
Poland,Boxing,5
Poland,Canoe Slalom,3
Poland,Canoe Sprint,12
Poland,Cycling Mountain Bike,2
Poland,Cycling Road,5
Poland,Cycling Track,9
Poland,Diving,1
Poland,Equestrian,11
Poland,Fencing,12
Poland,Golf,1
Poland,Judo,4
Poland,Marathon Swimming,1
Poland,Modern Pentathlon,4
Poland,Rowing,6
Poland,Sailing,10
Poland,Shooting,7
Poland,Sport Climbing,2
Poland,Swimming,20
Poland,Table Tennis,5
Poland,Tennis,4
Poland,Triathlon,1
Poland,Volleyball,26
Poland,Weightlifting,1
Poland,Wrestling,5
Portugal,Artistic Gymnastics,1
Portugal,Athletics,22
Portugal,Breaking,1
Portugal,Canoe Sprint,4
Portugal,Cycling Mountain Bike,1
Portugal,Cycling Road,3
Portugal,Cycling Track,4
Portugal,Equestrian,6
Portugal,Judo,7
Portugal,Marathon Swimming,1
Portugal,Sailing,4
Portugal,Shooting,1
Portugal,Skateboarding,2
Portugal,Surfing,2
Portugal,Swimming,4
Portugal,Table Tennis,5
Portugal,Tennis,2
Portugal,Trampoline Gymnastics,1
Portugal,Triathlon,4
Puerto Rico,Archery,1
Puerto Rico,Athletics,8
Puerto Rico,Basketball,24
Puerto Rico,Boxing,2
Puerto Rico,Diving,1
Puerto Rico,Golf,1
Puerto Rico,Judo,2
Puerto Rico,Sailing,1
Puerto Rico,Shooting,1
Puerto Rico,Skateboarding,1
Puerto Rico,Swimming,2
Puerto Rico,Table Tennis,3
Puerto Rico,Wrestling,4
Qatar,Athletics,7
Qatar,Beach Volleyball,2
Qatar,Shooting,2
Qatar,Swimming,1
Qatar,Weightlifting,1
Refugee Olympic Team,Athletics,8
Refugee Olympic Team,Badminton,1
Refugee Olympic Team,Boxing,2
Refugee Olympic Team,Breaking,1
Refugee Olympic Team,Canoe Slalom,1
Refugee Olympic Team,Canoe Sprint,3
Refugee Olympic Team,Cycling Road,2
Refugee Olympic Team,Judo,6
Refugee Olympic Team,Shooting,2
Refugee Olympic Team,Swimming,2
Refugee Olympic Team,Taekwondo,5
Refugee Olympic Team,Weightlifting,2
Refugee Olympic Team,Wrestling,2
Republic of Korea,Archery,6
Republic of Korea,Artistic Gymnastics,8
Republic of Korea,Artistic Swimming,2
Republic of Korea,Athletics,3
Republic of Korea,Badminton,12
Republic of Korea,Boxing,2
Republic of Korea,Breaking,1
Republic of Korea,Cycling Road,2
Republic of Korea,Diving,6
Republic of Korea,Equestrian,1
Republic of Korea,Fencing,14
Republic of Korea,Golf,5
Republic of Korea,Handball,17
Republic of Korea,Judo,11
Republic of Korea,Modern Pentathlon,4
Republic of Korea,Sailing,1
Republic of Korea,Shooting,16
Republic of Korea,Sport Climbing,3
Republic of Korea,Swimming,15
Republic of Korea,Table Tennis,6
Republic of Korea,Taekwondo,4
Republic of Korea,Weightlifting,5
Republic of Korea,Wrestling,3
Republic of Moldova,Archery,2
Republic of Moldova,Athletics,5
Republic of Moldova,Canoe Sprint,3
Republic of Moldova,Equestrian,1
Republic of Moldova,Judo,3
Republic of Moldova,Shooting,1
Republic of Moldova,Swimming,2
Republic of Moldova,Table Tennis,1
Republic of Moldova,Weightlifting,1
Republic of Moldova,Wrestling,7
Romania,Archery,1
Romania,Artistic Gymnastics,6
Romania,Athletics,12
Romania,Boxing,1
Romania,Canoe Sprint,3
Romania,Cycling Mountain Bike,1
Romania,Fencing,1
Romania,Judo,1
Romania,Rhythmic Gymnastics,1
Romania,Rowing,35
Romania,Sailing,1
Romania,Swimming,3
Romania,Table Tennis,5
Romania,Tennis,4
Romania,Triathlon,1
Romania,Water Polo,13
Romania,Weightlifting,2
Romania,Wrestling,5
Rwanda,Athletics,2
Rwanda,Cycling Road,2
Rwanda,Fencing,1
Rwanda,Swimming,2
Saint Kitts and Nevis,Athletics,2
Saint Kitts and Nevis,Swimming,1
Saint Lucia,Athletics,2
Saint Lucia,Sailing,1
Saint Lucia,Swimming,1
Samoa,Athletics,1
Samoa,Boxing,1
Samoa,Canoe Sprint,2
Samoa,Judo,1
Samoa,Rugby Sevens,12
Samoa,Sailing,2
Samoa,Swimming,2
Samoa,Weightlifting,2
Samoa,Wrestling,1
San Marino,Archery,1
San Marino,Athletics,1
San Marino,Shooting,1
San Marino,Swimming,1
San Marino,Wrestling,1
Sao Tome and Principe,Athletics,1
Sao Tome and Principe,Canoe Sprint,1
Sao Tome and Principe,Judo,1
Saudi Arabia,Athletics,2
Saudi Arabia,Equestrian,3
Saudi Arabia,Swimming,2
Saudi Arabia,Taekwondo,1
Senegal,Athletics,3
Senegal,Canoe Slalom,1
Senegal,Canoe Sprint,1
Senegal,Fencing,1
Senegal,Judo,1
Senegal,Swimming,2
Senegal,Table Tennis,1
Senegal,Taekwondo,1
Serbia,3x3 Basketball,4
Serbia,Athletics,6
Serbia,Basketball,24
Serbia,Boxing,3
Serbia,Canoe Sprint,8
Serbia,Cycling Road,2
Serbia,Judo,6
Serbia,Rowing,3
Serbia,Shooting,3
Serbia,Swimming,5
Serbia,Table Tennis,1
Serbia,Taekwondo,3
Serbia,Tennis,2
Serbia,Volleyball,26
Serbia,Water Polo,13
Serbia,Wrestling,5
Seychelles,Athletics,1
Seychelles,Swimming,2
Sierra Leone,Athletics,1
Sierra Leone,Judo,1
Sierra Leone,Swimming,2
Singapore,Athletics,2
Singapore,Badminton,4
Singapore,Canoe Sprint,1
Singapore,Equestrian,1
Singapore,Fencing,2
Singapore,Golf,1
Singapore,Rowing,1
Singapore,Sailing,2
Singapore,Shooting,1
Singapore,Swimming,5
Singapore,Table Tennis,3
Slovakia,Archery,1
Slovakia,Athletics,6
Slovakia,Boxing,1
Slovakia,Canoe Slalom,4
Slovakia,Cycling Road,2
Slovakia,Judo,1
Slovakia,Sailing,1
Slovakia,Shooting,6
Slovakia,Skateboarding,1
Slovakia,Swimming,2
Slovakia,Table Tennis,1
Slovakia,Tennis,1
Slovakia,Wrestling,1
Slovenia,Archery,2
Slovenia,Artistic Gymnastics,1
Slovenia,Athletics,7
Slovenia,Canoe Slalom,4
Slovenia,Cycling Mountain Bike,1
Slovenia,Cycling Road,6
Slovenia,Golf,2
Slovenia,Handball,32
Slovenia,Judo,6
Slovenia,Rhythmic Gymnastics,1
Slovenia,Rowing,2
Slovenia,Sailing,6
Slovenia,Sport Climbing,3
Slovenia,Swimming,5
Slovenia,Table Tennis,3
Slovenia,Taekwondo,1
Slovenia,Volleyball,13
Solomon Islands,Athletics,1
Solomon Islands,Swimming,1
Somalia,Athletics,1
South Africa,Archery,1
South Africa,Artistic Gymnastics,1
South Africa,Athletics,34
South Africa,Badminton,1
South Africa,Canoe Sprint,4
South Africa,Cycling BMX Freestyle,1
South Africa,Cycling BMX Racing,1
South Africa,Cycling Mountain Bike,2
South Africa,Cycling Road,3
South Africa,Cycling Track,1
South Africa,Diving,1
South Africa,Equestrian,1
South Africa,Fencing,1
South Africa,Golf,4
South Africa,Hockey,33
South Africa,Judo,1
South Africa,Rowing,3
South Africa,Rugby Sevens,26
South Africa,Skateboarding,3
South Africa,Sport Climbing,4
South Africa,Surfing,3
South Africa,Swimming,8
South Africa,Triathlon,3
South Africa,Wrestling,1
South Sudan,Athletics,2
South Sudan,Basketball,12
Spain,3x3 Basketball,4
Spain,Archery,2
Spain,Artistic Gymnastics,8
Spain,Artistic Swimming,9
Spain,Athletics,60
Spain,Badminton,2
Spain,Basketball,24
Spain,Beach Volleyball,6
Spain,Boxing,6
Spain,Canoe Slalom,5
Spain,Canoe Sprint,16
Spain,Cycling Mountain Bike,2
Spain,Cycling Road,5
Spain,Cycling Track,2
Spain,Diving,4
Spain,Equestrian,8
Spain,Fencing,2
Spain,Football,44
Spain,Golf,4
Spain,Handball,33
Spain,Hockey,34
Spain,Judo,9
Spain,Marathon Swimming,3
Spain,Modern Pentathlon,1
Spain,Rhythmic Gymnastics,7
Spain,Rowing,9
Spain,Sailing,13
Spain,Shooting,4
Spain,Skateboarding,6
Spain,Sport Climbing,2
Spain,Surfing,3
Spain,Swimming,18
Spain,Table Tennis,2
Spain,Taekwondo,4
Spain,Tennis,8
Spain,Trampoline Gymnastics,2
Spain,Triathlon,5
Spain,Water Polo,26
Sri Lanka,Athletics,3
Sri Lanka,Badminton,1
Sri Lanka,Swimming,2
St Vincent and the Grenadines,Athletics,2
St Vincent and the Grenadines,Swimming,2
Sudan,Athletics,1
Sudan,Rowing,1
Sudan,Swimming,2
Suriname,Athletics,1
Suriname,Badminton,1
Suriname,Cycling Track,1
Suriname,Swimming,2
Sweden,Athletics,22
Sweden,Beach Volleyball,2
Sweden,Boxing,2
Sweden,Canoe Slalom,1
Sweden,Canoe Sprint,4
Sweden,Cycling Mountain Bike,1
Sweden,Cycling Road,2
Sweden,Diving,1
Sweden,Equestrian,12
Sweden,Golf,4
Sweden,Handball,33
Sweden,Judo,2
Sweden,Marathon Swimming,1
Sweden,Modern Pentathlon,1
Sweden,Sailing,8
Sweden,Shooting,7
Sweden,Skateboarding,1
Sweden,Swimming,13
Sweden,Table Tennis,6
Sweden,Triathlon,1
Sweden,Wrestling,2
Switzerland,Artistic Gymnastics,6
Switzerland,Athletics,36
Switzerland,Badminton,2
Switzerland,Beach Volleyball,4
Switzerland,Canoe Slalom,2
Switzerland,Cycling BMX Freestyle,1
Switzerland,Cycling BMX Racing,6
Switzerland,Cycling Mountain Bike,4
Switzerland,Cycling Road,7
Switzerland,Cycling Track,4
Switzerland,Equestrian,9
Switzerland,Fencing,2
Switzerland,Golf,3
Switzerland,Judo,3
Switzerland,Modern Pentathlon,2
Switzerland,Rowing,17
Switzerland,Sailing,7
Switzerland,Shooting,5
Switzerland,Sport Climbing,1
Switzerland,Swimming,8
Switzerland,Tennis,2
Switzerland,Triathlon,6
Syrian Arab Republic,Artistic Gymnastics,1
Syrian Arab Republic,Athletics,1
Syrian Arab Republic,Equestrian,1
Syrian Arab Republic,Judo,1
Syrian Arab Republic,Swimming,1
Syrian Arab Republic,Weightlifting,1
Tajikistan,Athletics,1
Tajikistan,Boxing,3
Tajikistan,Judo,6
Tajikistan,Swimming,2
Tajikistan,Taekwondo,1
Tajikistan,Wrestling,1
Thailand,Athletics,2
Thailand,Badminton,9
Thailand,Boxing,8
Thailand,Cycling BMX Racing,2
Thailand,Cycling Road,2
Thailand,Cycling Track,1
Thailand,Equestrian,1
Thailand,Golf,4
Thailand,Judo,1
Thailand,Modern Pentathlon,1
Thailand,Rowing,1
Thailand,Sailing,4
Thailand,Shooting,3
Thailand,Skateboarding,1
Thailand,Swimming,2
Thailand,Table Tennis,3
Thailand,Taekwondo,3
Thailand,Weightlifting,4
Togo,Athletics,1
Togo,Rowing,1
Togo,Swimming,2
Togo,Triathlon,1
Tonga,Athletics,1
Tonga,Boxing,1
Tonga,Swimming,2
Trinidad and Tobago,Athletics,13
Trinidad and Tobago,Cycling Track,2
Trinidad and Tobago,Swimming,2
Tunisia,Archery,1
Tunisia,Athletics,3
Tunisia,Boxing,1
Tunisia,Canoe Slalom,1
Tunisia,Canoe Sprint,1
Tunisia,Fencing,2
Tunisia,Judo,2
Tunisia,Marathon Swimming,1
Tunisia,Rowing,3
Tunisia,Shooting,1
Tunisia,Swimming,2
Tunisia,Taekwondo,4
Tunisia,Tennis,1
Tunisia,Weightlifting,1
Tunisia,Wrestling,3
Turkmenistan,Athletics,1
Turkmenistan,Judo,2
Turkmenistan,Swimming,2
Turkmenistan,Weightlifting,1
Tuvalu,Athletics,2
Türkiye,Archery,4
Türkiye,Artistic Gymnastics,5
Türkiye,Athletics,16
Türkiye,Badminton,1
Türkiye,Boxing,7
Türkiye,Cycling Road,1
Türkiye,Fencing,2
Türkiye,Judo,8
Türkiye,Marathon Swimming,2
Türkiye,Modern Pentathlon,2
Türkiye,Rowing,1
Türkiye,Sailing,8
Türkiye,Shooting,7
Türkiye,Swimming,8
Türkiye,Table Tennis,1
Türkiye,Taekwondo,5
Türkiye,Volleyball,13
Türkiye,Weightlifting,1
Türkiye,Wrestling,11
Uganda,Athletics,21
Uganda,Cycling Road,1
Uganda,Rowing,1
Uganda,Swimming,2
Ukraine,Archery,2
Ukraine,Artistic Gymnastics,6
Ukraine,Artistic Swimming,2
Ukraine,Athletics,26
Ukraine,Badminton,1
Ukraine,Boxing,3
Ukraine,Breaking,3
Ukraine,Canoe Slalom,1
Ukraine,Canoe Sprint,8
Ukraine,Cycling Mountain Bike,2
Ukraine,Cycling Road,2
Ukraine,Diving,8
Ukraine,Fencing,8
Ukraine,Football,18
Ukraine,Judo,5
Ukraine,Modern Pentathlon,3
Ukraine,Rhythmic Gymnastics,6
Ukraine,Rowing,6
Ukraine,Shooting,6
Ukraine,Sport Climbing,2
Ukraine,Swimming,5
Ukraine,Table Tennis,3
Ukraine,Tennis,5
Ukraine,Weightlifting,1
Ukraine,Wrestling,9
United Arab Emirates,Athletics,1
United Arab Emirates,Cycling Road,1
United Arab Emirates,Equestrian,3
United Arab Emirates,Judo,6
United Arab Emirates,Swimming,2
United Republic of Tanzania,Athletics,4
United Republic of Tanzania,Judo,1
United Republic of Tanzania,Swimming,2
United States of America,3x3 Basketball,8
United States of America,Archery,4
United States of America,Artistic Gymnastics,10
United States of America,Artistic Swimming,9
United States of America,Athletics,126
United States of America,Badminton,7
United States of America,Basketball,24
United States of America,Beach Volleyball,8
United States of America,Boxing,8
United States of America,Breaking,4
United States of America,Canoe Slalom,2
United States of America,Canoe Sprint,3
United States of America,Cycling BMX Freestyle,4
United States of America,Cycling BMX Racing,7
United States of America,Cycling Mountain Bike,4
United States of America,Cycling Road,6
United States of America,Cycling Track,7
United States of America,Diving,11
United States of America,Equestrian,12
United States of America,Fencing,20
United States of America,Football,39
United States of America,Golf,7
United States of America,Hockey,16
United States of America,Judo,4
United States of America,Marathon Swimming,3
United States of America,Modern Pentathlon,1
United States of America,Rhythmic Gymnastics,1
United States of America,Rowing,42
United States of America,Rugby Sevens,26
United States of America,Sailing,13
United States of America,Shooting,17
United States of America,Skateboarding,12
United States of America,Sport Climbing,8
United States of America,Surfing,5
United States of America,Swimming,46
United States of America,Table Tennis,4
United States of America,Taekwondo,4
United States of America,Tennis,11
United States of America,Trampoline Gymnastics,2
United States of America,Triathlon,5
United States of America,Volleyball,26
United States of America,Water Polo,26
United States of America,Weightlifting,5
United States of America,Wrestling,16
Uruguay,Athletics,3
Uruguay,Canoe Sprint,1
Uruguay,Cycling Road,1
Uruguay,Judo,1
Uruguay,Rowing,1
Uruguay,Rugby Sevens,14
Uruguay,Sailing,3
Uruguay,Swimming,2
Uruguay,Taekwondo,1
Uzbekistan,Archery,2
Uzbekistan,Artistic Gymnastics,3
Uzbekistan,Athletics,4
Uzbekistan,Boxing,11
Uzbekistan,Canoe Sprint,3
Uzbekistan,Cycling Road,3
Uzbekistan,Diving,1
Uzbekistan,Fencing,1
Uzbekistan,Football,21
Uzbekistan,Judo,12
Uzbekistan,Modern Pentathlon,1
Uzbekistan,Rhythmic Gymnastics,6
Uzbekistan,Rowing,3
Uzbekistan,Swimming,2
Uzbekistan,Taekwondo,5
